id,created_at,suhu,kelembapan,cahaya,kondisi
422,2026-04-15 06:21:11.0918+00,35.3,54.4,14,TERANG
423,2026-04-15 06:26:11.361325+00,35.2,55.1,31,TERANG
424,2026-04-15 06:31:11.648496+00,35.4,54.5,3,TERANG
425,2026-04-15 06:36:12.388965+00,34.9,55.9,48,TERANG
426,2026-04-15 06:41:13.017309+00,35.7,54.6,0,TERANG
427,2026-04-15 06:46:13.617819+00,35.3,55.4,111,TERANG
428,2026-04-15 06:51:13.944121+00,33.9,59,137,TERANG
429,2026-04-15 06:56:14.344576+00,35.1,54.8,0,TERANG
430,2026-04-15 07:01:14.727901+00,35.4,52.9,0,TERANG
431,2026-04-15 07:06:15.191289+00,35.9,52,0,TERANG
432,2026-04-15 07:11:15.519364+00,36.2,51.1,0,TERANG
433,2026-04-15 07:21:20.841701+00,36.2,52.1,0,TERANG
434,2026-04-15 07:26:21.227595+00,36.7,50.1,0,TERANG
435,2026-04-15 07:31:21.755029+00,39.7,44.3,0,TERANG
436,2026-04-15 07:36:22.105266+00,46.5,31.3,0,TERANG
437,2026-04-15 07:41:22.555223+00,41.8,38.8,113,TERANG
438,2026-04-15 07:46:23.630043+00,41.8,40.8,61,TERANG
439,2026-04-15 07:51:31.185715+00,35.4,53,214,TERANG
440,2026-04-15 07:56:31.524024+00,33.9,58.3,246,TERANG
441,2026-04-15 08:01:31.975977+00,36.2,54.1,87,TERANG
442,2026-04-15 08:06:32.261367+00,44.4,35.8,0,TERANG
443,2026-04-15 08:11:34.916387+00,45.9,30.9,0,TERANG
444,2026-04-15 08:16:35.254795+00,44.8,31.4,9,TERANG
445,2026-04-15 08:26:41.018405+00,45.8,30.1,0,TERANG
446,2026-04-15 08:31:41.423502+00,43.8,33.3,79,TERANG
447,2026-04-15 08:36:42.016789+00,38.7,43.6,85,TERANG
448,2026-04-15 08:41:42.297851+00,41.9,37.4,18,TERANG
449,2026-04-15 08:46:42.688637+00,39.4,40,122,TERANG
450,2026-04-15 08:51:42.893765+00,35,49.6,194,TERANG
451,2026-04-15 08:56:44.280406+00,34,53.5,271,TERANG
452,2026-04-15 09:01:46.817165+00,33.3,58.9,355,TERANG
453,2026-04-15 09:11:52.688615+00,34.3,61.9,195,TERANG
454,2026-04-15 09:16:53.060407+00,33,66.2,243,TERANG
455,2026-04-15 09:21:54.743918+00,32.8,68,224,TERANG
456,2026-04-15 09:26:55.952136+00,33,66.9,180,TERANG
457,2026-04-15 09:37:12.223559+00,33.8,64.6,224,TERANG
458,2026-04-15 09:47:25.641467+00,31.7,70,415,TERANG
459,2026-04-15 09:52:27.093524+00,31.2,70.5,538,TERANG
460,2026-04-15 09:57:28.750788+00,31,70,584,TERANG
461,2026-04-15 10:02:38.133514+00,31,70.7,577,TERANG
462,2026-04-15 10:12:43.971175+00,30.6,71.9,1046,TERANG
463,2026-04-15 10:17:45.359009+00,30.2,72.1,1360,TERANG
464,2026-04-15 10:22:48.856652+00,30.2,73.2,1617,TERANG
465,2026-04-15 10:27:49.159253+00,29.9,74.8,2018,TERANG
466,2026-04-15 10:32:49.632523+00,29.8,75.7,2619,GELAP
467,2026-04-15 10:37:49.934825+00,29.8,75.6,3440,GELAP
468,2026-04-15 10:42:52.381851+00,29.6,77,4071,GELAP
469,2026-04-15 10:47:53.53959+00,29.8,78.8,4095,GELAP
470,2026-04-15 10:52:55.785476+00,29.5,76.6,4095,GELAP
471,2026-04-15 10:57:56.678481+00,29.3,78.5,4095,GELAP
472,2026-04-15 11:02:57.539579+00,29.3,79.2,4095,GELAP
473,2026-04-15 11:07:59.437477+00,29.3,79.4,4095,GELAP
474,2026-04-15 11:13:01.530008+00,29.2,80.1,4095,GELAP
475,2026-04-15 11:18:02.231164+00,28.9,80.4,4095,GELAP
476,2026-04-15 11:23:02.498018+00,28.9,81.6,4095,GELAP
477,2026-04-15 11:28:02.800488+00,28.9,82.3,4095,GELAP
478,2026-04-15 11:33:03.443193+00,28.9,82.9,4095,GELAP
479,2026-04-15 11:38:03.653055+00,28.9,84.2,4095,GELAP
480,2026-04-15 11:43:04.002484+00,28.5,84.3,4095,GELAP
481,2026-04-15 11:53:08.613344+00,28.5,86.3,4095,GELAP
482,2026-04-15 11:58:10.394177+00,28.5,87.2,4095,GELAP
483,2026-04-15 12:03:10.774709+00,28.4,88.3,4095,GELAP
484,2026-04-15 12:08:11.028252+00,28.1,88.4,4095,GELAP
485,2026-04-15 12:13:13.680111+00,28.3,88.4,4095,GELAP
486,2026-04-15 12:18:14.321577+00,28.3,88.1,4095,GELAP
487,2026-04-15 12:23:14.639829+00,28,89.1,4090,GELAP
488,2026-04-15 12:28:19.165846+00,28.2,88.1,4095,GELAP
489,2026-04-15 12:43:30.862285+00,28,87.1,4095,GELAP
490,2026-04-15 12:48:32.334612+00,28,87.6,4095,GELAP
491,2026-04-15 12:53:33.346303+00,28,87.7,4095,GELAP
492,2026-04-15 12:58:36.630988+00,28,88,4095,GELAP
493,2026-04-15 13:03:37.070025+00,28,87.4,4095,GELAP
494,2026-04-15 13:08:37.916396+00,28,87.6,4095,GELAP
495,2026-04-15 13:13:39.254575+00,28,88,4095,GELAP
496,2026-04-15 13:18:41.298061+00,27.7,87.9,4095,GELAP
497,2026-04-15 13:23:41.70745+00,27.6,88.6,4095,GELAP
498,2026-04-15 13:28:44.127288+00,27.6,89,4095,GELAP
499,2026-04-15 13:33:44.778807+00,27.6,89,4095,GELAP
500,2026-04-15 13:38:45.068646+00,27.6,88.8,4095,GELAP
501,2026-04-15 13:43:46.319521+00,27.6,88.7,4095,GELAP
502,2026-04-15 13:48:46.712852+00,27.6,88.3,4095,GELAP
503,2026-04-15 13:53:46.997645+00,27.6,86.5,4095,GELAP
504,2026-04-15 13:58:47.273732+00,27.7,87.7,4095,GELAP
505,2026-04-15 14:03:47.700369+00,28,86.2,4095,GELAP
506,2026-04-15 14:08:47.876086+00,27.7,88.6,4095,GELAP
507,2026-04-15 14:13:48.62631+00,27.6,88.9,4095,GELAP
508,2026-04-15 14:18:48.937802+00,27.8,86.4,4095,GELAP
509,2026-04-15 14:23:49.212248+00,27.3,87.7,4095,GELAP
510,2026-04-15 14:28:49.592232+00,27.1,89.6,4095,GELAP
511,2026-04-15 14:33:49.922387+00,27.1,88.5,4095,GELAP
512,2026-04-15 14:49:03.516836+00,26.2,85.6,4095,GELAP
513,2026-04-15 14:54:03.990877+00,25.9,87.1,4095,GELAP
514,2026-04-15 14:59:04.862854+00,25.8,88.1,4095,GELAP
515,2026-04-15 15:04:06.449265+00,25.7,91.5,4095,GELAP
516,2026-04-15 15:09:07.104137+00,25.3,95.7,4095,GELAP
517,2026-04-15 15:14:07.414175+00,25.3,97.8,4095,GELAP
518,2026-04-15 15:19:07.633719+00,25.5,98,4095,GELAP
519,2026-04-15 15:24:07.862729+00,25.3,98,4095,GELAP
520,2026-04-15 15:29:09.137191+00,25.5,98,4095,GELAP
521,2026-04-15 15:34:09.57348+00,25.3,98,4095,GELAP
522,2026-04-15 15:39:09.789513+00,25.8,97.5,4095,GELAP
523,2026-04-15 15:44:10.411416+00,25.8,98,4095,GELAP
524,2026-04-15 15:49:10.604127+00,25.8,98,4095,GELAP
525,2026-04-15 15:54:11.0691+00,25.8,98,4095,GELAP
526,2026-04-15 15:59:11.348112+00,25.6,98,4095,GELAP
527,2026-04-15 16:04:11.489116+00,25.8,98,4095,GELAP
528,2026-04-15 16:09:11.801354+00,25.8,98,4095,GELAP
529,2026-04-15 16:14:12.171412+00,25.8,98,4095,GELAP
530,2026-04-15 16:19:12.36487+00,25.8,98,4095,GELAP
531,2026-04-15 16:24:12.632269+00,25.8,98,4095,GELAP
532,2026-04-15 16:29:12.841308+00,25.8,98,4095,GELAP
533,2026-04-15 16:34:13.153544+00,25.8,98,4095,GELAP
534,2026-04-15 16:39:13.366329+00,25.9,98,4095,GELAP
535,2026-04-15 16:44:13.734515+00,25.8,98,4095,GELAP
536,2026-04-15 16:49:13.927411+00,26,98,4095,GELAP
537,2026-04-15 16:54:14.11573+00,26.2,98,4095,GELAP
538,2026-04-15 17:09:22.580153+00,26.2,98,4095,GELAP
539,2026-04-15 17:14:23.802517+00,26.2,98,4095,GELAP
540,2026-04-15 17:19:24.074731+00,26.1,98,4095,GELAP
541,2026-04-15 17:24:24.332721+00,25.8,98,4095,GELAP
542,2026-04-15 17:29:24.569165+00,25.8,98,4095,GELAP
543,2026-04-15 17:34:24.804355+00,25.8,98,4095,GELAP
544,2026-04-15 17:39:25.171954+00,25.8,98,4095,GELAP
545,2026-04-15 17:44:25.415891+00,25.8,98,4095,GELAP
546,2026-04-15 17:49:25.762296+00,25.8,98,4095,GELAP
547,2026-04-15 17:54:26.153688+00,25.8,98,4095,GELAP
548,2026-04-15 17:59:26.418411+00,25.8,98,4095,GELAP
549,2026-04-15 18:04:26.791544+00,25.8,98,4095,GELAP
550,2026-04-15 18:09:27.594886+00,25.8,98,4095,GELAP
551,2026-04-15 18:14:33.756085+00,25.8,98,4095,GELAP
552,2026-04-15 18:19:33.915461+00,25.8,98,4095,GELAP
553,2026-04-15 18:24:34.232845+00,25.8,98,4095,GELAP
554,2026-04-15 18:34:50.852328+00,25.8,98,4095,GELAP
555,2026-04-15 18:39:51.120064+00,25.8,98,4095,GELAP
556,2026-04-15 18:44:51.391839+00,25.8,98,4095,GELAP
557,2026-04-15 18:49:52.184355+00,25.8,98,4095,GELAP
558,2026-04-15 18:54:52.463153+00,25.8,98,4095,GELAP
559,2026-04-15 18:59:52.738287+00,25.8,98,4095,GELAP
560,2026-04-15 19:04:53.211535+00,25.8,98,4095,GELAP
561,2026-04-15 19:09:54.39528+00,25.8,98,4095,GELAP
562,2026-04-15 19:14:55.025813+00,25.8,98,4095,GELAP
563,2026-04-15 19:19:55.220426+00,25.8,98,4095,GELAP
564,2026-04-15 19:25:04.92612+00,25.8,98,4095,GELAP
565,2026-04-15 19:30:05.175486+00,25.8,98,4095,GELAP
566,2026-04-15 19:35:05.475666+00,25.8,98,4095,GELAP
567,2026-04-15 19:40:05.837879+00,25.5,98,4095,GELAP
568,2026-04-15 19:45:06.250956+00,25.3,98,4095,GELAP
569,2026-04-15 19:50:06.496353+00,25.5,98,4095,GELAP
570,2026-04-15 19:55:06.787565+00,25.5,98,4095,GELAP
571,2026-04-15 20:00:06.968114+00,25.3,98,4095,GELAP
572,2026-04-15 20:05:07.28352+00,25.6,98,4095,GELAP
573,2026-04-15 20:10:07.598461+00,25.8,97.9,4095,GELAP
574,2026-04-15 20:15:07.951497+00,25.8,97.3,4095,GELAP
575,2026-04-15 20:20:08.130132+00,25.8,97.2,4095,GELAP
576,2026-04-15 20:25:08.372858+00,25.8,98,4095,GELAP
577,2026-04-15 20:40:39.796271+00,25.6,97.1,4095,GELAP
578,2026-04-15 20:45:40.248781+00,25.3,98,4095,GELAP
579,2026-04-15 20:50:49.644124+00,25.3,98,4095,GELAP
580,2026-04-15 20:55:51.077015+00,25.3,97.9,4095,GELAP
581,2026-04-15 21:00:52.900594+00,25.3,98,4095,GELAP
582,2026-04-15 21:06:02.298703+00,25.3,98,4095,GELAP
583,2026-04-15 21:16:11.702228+00,25.2,98,4095,GELAP
584,2026-04-15 21:21:17.789824+00,24.8,98,4095,GELAP
585,2026-04-15 21:26:18.343494+00,24.8,98,4095,GELAP
586,2026-04-15 21:46:31.065831+00,25.3,98,4095,GELAP
587,2026-04-15 21:51:32.374115+00,25.3,98,4095,GELAP
588,2026-04-15 21:56:32.818315+00,25.3,98,4095,GELAP
589,2026-04-15 22:01:33.086385+00,25.3,98,4095,GELAP
590,2026-04-15 22:06:33.536555+00,25.3,98,4095,GELAP
591,2026-04-15 22:11:33.773901+00,25.1,98,4095,GELAP
592,2026-04-15 22:16:34.202917+00,24.8,98,4095,GELAP
593,2026-04-15 22:21:34.755044+00,24.8,98,4095,GELAP
594,2026-04-15 22:26:34.981528+00,24.8,98,4095,GELAP
595,2026-04-15 22:31:35.203683+00,25.2,98,4095,GELAP
596,2026-04-15 22:41:46.476557+00,25.3,98,3316,GELAP
597,2026-04-15 22:46:46.832089+00,25.3,97.5,2454,GELAP
598,2026-04-15 22:51:47.398145+00,25.3,96.2,1961,TERANG
599,2026-04-15 22:56:47.599622+00,25.3,95.3,1635,TERANG
600,2026-04-15 23:01:48.079822+00,25.3,96,1407,TERANG
601,2026-04-15 23:06:49.116096+00,25.5,95.4,1246,TERANG
602,2026-04-15 23:11:49.708194+00,25.8,93.6,1115,TERANG
603,2026-04-15 23:16:50.106794+00,25.8,93.3,1015,TERANG
604,2026-04-15 23:21:51.631818+00,25.8,93,942,TERANG
605,2026-04-15 23:26:52.052762+00,25.9,92.9,875,TERANG
606,2026-04-15 23:31:52.305997+00,26.2,92.1,832,TERANG
607,2026-04-15 23:36:52.83129+00,26.2,92.2,805,TERANG
608,2026-04-15 23:47:01.098746+00,26.4,92,727,TERANG
609,2026-04-16 00:02:11.864544+00,27,91.2,623,TERANG
610,2026-04-16 00:07:12.390483+00,27.1,89.6,618,TERANG
611,2026-04-16 00:12:12.852226+00,27.4,89.4,607,TERANG
612,2026-04-16 00:17:13.079121+00,27.6,89,593,TERANG
613,2026-04-16 00:22:13.333425+00,27.6,89,582,TERANG
614,2026-04-16 00:44:45.666848+00,28.2,85.1,529,TERANG
615,2026-04-16 00:49:49.224822+00,28.1,84,517,TERANG
616,2026-04-16 00:54:55.461583+00,28.5,83.2,505,TERANG
617,2026-04-16 01:05:07.263314+00,28.7,80.3,491,TERANG
618,2026-04-16 01:15:12.85166+00,28.9,80,480,TERANG
619,2026-04-16 01:20:14.164962+00,29,79.5,467,TERANG
620,2026-04-16 01:25:15.762597+00,29.1,77.8,462,TERANG
621,2026-04-16 01:30:17.971085+00,29.3,77.1,457,TERANG
622,2026-04-16 01:45:47.987406+00,29.3,76.3,424,TERANG
623,2026-04-16 01:50:48.426029+00,29.7,76.2,416,TERANG
624,2026-04-16 01:55:48.919+00,29.3,75.9,417,TERANG
625,2026-04-16 02:00:49.902314+00,29.6,75.9,397,TERANG
626,2026-04-16 02:05:50.195419+00,29.8,75.2,396,TERANG
627,2026-04-16 02:10:50.472993+00,30,73,396,TERANG
628,2026-04-16 02:15:51.163411+00,30.2,72.6,395,TERANG
629,2026-04-16 02:20:51.639832+00,30.2,72.2,405,TERANG
630,2026-04-16 02:25:52.278235+00,30.3,72.6,326,TERANG
631,2026-04-16 02:30:52.713448+00,30.9,71.1,358,TERANG
632,2026-04-16 02:35:53.25019+00,31.2,71,339,TERANG
633,2026-04-16 02:40:53.548405+00,31.1,70.4,329,TERANG
634,2026-04-16 02:45:53.989404+00,31.2,70.8,348,TERANG
635,2026-04-16 02:50:54.358371+00,31.3,70.9,360,TERANG
636,2026-04-16 02:56:05.93761+00,31.2,70.7,356,TERANG
637,2026-04-16 03:01:06.271775+00,31.3,70.4,341,TERANG
638,2026-04-16 03:06:06.781156+00,31.3,70,328,TERANG
639,2026-04-16 03:11:07.325047+00,31.4,70.7,327,TERANG
640,2026-04-16 03:26:16.101583+00,31.7,68.7,306,TERANG
641,2026-04-16 03:31:16.604322+00,31.8,68,291,TERANG
642,2026-04-16 03:36:17.10971+00,32.1,68.5,286,TERANG
643,2026-04-16 03:41:17.730416+00,32.3,67.3,256,TERANG
644,2026-04-16 03:46:18.025224+00,32.3,67.4,260,TERANG
645,2026-04-16 03:51:18.317459+00,32.4,66.1,226,TERANG
646,2026-04-16 03:56:19.933642+00,32.6,66.7,258,TERANG
647,2026-04-16 04:01:20.153365+00,32.3,67.1,251,TERANG
648,2026-04-16 04:06:20.625299+00,32.7,66.7,256,TERANG
649,2026-04-16 04:11:20.964234+00,32.8,66.2,244,TERANG
650,2026-04-16 04:16:21.42157+00,33.2,65.3,233,TERANG
651,2026-04-16 04:21:21.73641+00,32.7,67.1,222,TERANG
652,2026-04-16 04:26:23.787903+00,32.7,66.8,226,TERANG
653,2026-04-16 04:36:28.425322+00,32.8,65.8,192,TERANG
654,2026-04-16 04:41:28.870836+00,33.1,64.1,221,TERANG
655,2026-04-16 04:46:29.273553+00,32.7,64.5,182,TERANG
656,2026-04-16 04:51:29.490185+00,33.2,64.8,191,TERANG
657,2026-04-16 04:56:29.962125+00,33.3,65,198,TERANG
658,2026-04-16 05:01:30.225115+00,32.9,65.9,182,TERANG
659,2026-04-16 05:06:30.650076+00,33.4,64.5,176,TERANG
660,2026-04-16 05:11:34.974929+00,33.8,64.5,176,TERANG
661,2026-04-16 05:16:49.018878+00,34,62.5,171,TERANG
662,2026-04-16 05:21:51.64109+00,34.1,62.8,156,TERANG
663,2026-04-16 05:26:52.49857+00,34.1,61.5,145,TERANG
664,2026-04-16 05:42:18.990964+00,34.5,59.4,107,TERANG
665,2026-04-16 05:47:20.435998+00,34.7,58.9,84,TERANG
666,2026-04-16 05:52:21.038588+00,35.2,57.2,73,TERANG
667,2026-04-16 05:57:21.851732+00,35,57.6,61,TERANG
668,2026-04-16 06:02:22.216274+00,35.4,56.3,52,TERANG
669,2026-04-16 06:07:22.5838+00,35.6,56.2,48,TERANG
670,2026-04-16 06:12:22.811038+00,35.5,55.3,29,TERANG
671,2026-04-16 06:17:23.190235+00,36.6,54.6,19,TERANG
672,2026-04-16 06:22:23.399908+00,35.8,54.5,14,TERANG
673,2026-04-16 06:27:23.861119+00,36.1,54.6,50,TERANG
674,2026-04-16 06:32:24.130479+00,35.4,57.1,50,TERANG
675,2026-04-16 06:37:24.526855+00,35.8,55.3,59,TERANG
676,2026-04-16 06:42:24.985259+00,35.6,55.3,21,TERANG
677,2026-04-16 06:47:25.247066+00,36.4,54.8,8,TERANG
678,2026-04-16 06:52:25.73374+00,36.8,53.7,0,TERANG
679,2026-04-16 06:57:27.196845+00,36.9,52.9,0,TERANG
680,2026-04-16 07:02:28.659495+00,37.2,52.4,6,TERANG
681,2026-04-16 07:07:29.039164+00,37.5,52.4,0,TERANG
682,2026-04-16 07:22:39.31255+00,37,52.5,0,TERANG
683,2026-04-16 07:27:39.606022+00,37.2,50.7,0,TERANG
684,2026-04-16 07:32:40.158091+00,43,39.5,0,TERANG
685,2026-04-16 07:37:40.686038+00,44.7,35.3,5,TERANG
686,2026-04-16 07:42:41.099847+00,43.5,36.7,48,TERANG
687,2026-04-16 07:47:41.865848+00,39.7,45,33,TERANG
688,2026-04-16 07:52:42.539765+00,40.9,42.8,11,TERANG
689,2026-04-16 07:57:44.04295+00,44.4,35.8,2,TERANG
690,2026-04-16 08:02:44.532648+00,45.3,33.6,0,TERANG
691,2026-04-16 08:07:45.048283+00,47.2,30.5,0,TERANG
692,2026-04-16 08:12:45.513678+00,46.3,30.4,0,TERANG
693,2026-04-16 08:17:45.802756+00,46.1,30.8,0,TERANG
694,2026-04-16 08:22:46.792359+00,45.7,31.2,0,TERANG
695,2026-04-16 08:27:48.072073+00,45.9,31.2,0,TERANG
696,2026-04-16 08:33:00.24632+00,45.1,31.8,0,TERANG
697,2026-04-16 08:38:00.649818+00,43.4,34.4,30,TERANG
698,2026-04-16 08:43:01.338519+00,42.5,36.7,31,TERANG
699,2026-04-16 08:48:01.637225+00,38.8,44.2,92,TERANG
700,2026-04-16 08:53:01.986501+00,36.9,49.9,60,TERANG
701,2026-04-16 08:58:04.095495+00,40.8,42.6,37,TERANG
702,2026-04-16 09:03:04.551347+00,40.1,42.4,100,TERANG
703,2026-04-16 09:18:22.129253+00,34.8,53.2,345,TERANG
704,2026-04-16 09:28:27.3237+00,33.1,60.6,949,TERANG
705,2026-04-16 09:33:27.524991+00,32.8,62.4,1190,TERANG
706,2026-04-16 09:38:32.293967+00,32.6,62.9,1280,TERANG
707,2026-04-16 09:43:32.470419+00,32.3,65.6,1416,TERANG
708,2026-04-16 09:59:01.043993+00,31.8,70.4,1577,TERANG
709,2026-04-16 10:04:09.009103+00,31.7,71,1731,TERANG
710,2026-04-16 10:09:09.711234+00,31.3,71,1822,TERANG
711,2026-04-16 10:14:10.354813+00,31.3,71,2034,TERANG
712,2026-04-16 10:24:22.276234+00,30.8,71.5,2684,GELAP
713,2026-04-16 10:29:22.822515+00,30.8,73.2,3110,GELAP
714,2026-04-16 10:34:23.370035+00,30.8,74.2,3730,GELAP
715,2026-04-16 10:39:23.962313+00,30.8,74.2,4095,GELAP
716,2026-04-16 10:44:24.245072+00,30.5,75.1,4095,GELAP
717,2026-04-16 10:49:24.584822+00,30.1,76.9,4095,GELAP
718,2026-04-16 10:54:24.830217+00,29.8,78.2,4095,GELAP
719,2026-04-16 10:59:25.138197+00,29.8,79,4095,GELAP
720,2026-04-16 11:04:25.746811+00,29.8,78.9,4095,GELAP
721,2026-04-16 11:09:26.130758+00,29.8,78.4,4095,GELAP
722,2026-04-16 11:14:26.6605+00,29.8,78.1,4095,GELAP
723,2026-04-16 11:19:26.808807+00,29.8,78.5,4095,GELAP
724,2026-04-16 11:24:31.153081+00,29.8,78.8,4095,GELAP
725,2026-04-16 11:55:07.375228+00,29.3,80,4095,GELAP
726,2026-04-16 12:00:08.107195+00,29.1,80,4095,GELAP
727,2026-04-16 12:05:08.522133+00,28.9,80,4095,GELAP
728,2026-04-16 12:10:08.907364+00,28.9,80.3,4095,GELAP
729,2026-04-16 12:15:09.295296+00,28.9,80.9,4095,GELAP
730,2026-04-16 12:30:28.423148+00,28.5,82.7,4095,GELAP
731,2026-04-16 12:35:29.648555+00,28.5,83.5,4095,GELAP
732,2026-04-16 12:40:30.145072+00,28.5,83.5,4095,GELAP
733,2026-04-16 12:45:30.54165+00,28.5,83.7,4095,GELAP
734,2026-04-16 12:50:30.778248+00,28.5,83.7,4095,GELAP
735,2026-04-16 12:55:32.712493+00,28,84.9,4095,GELAP
736,2026-04-16 13:00:33.170856+00,28,85.9,4095,GELAP
737,2026-04-16 13:05:34.081376+00,28.3,85.5,4095,GELAP
738,2026-04-16 13:10:34.466593+00,28,86.5,4095,GELAP
739,2026-04-16 13:15:34.916855+00,28,87.3,4095,GELAP
740,2026-04-16 13:20:39.272979+00,28,87.7,4095,GELAP
741,2026-04-16 13:25:39.935486+00,28,88,4095,GELAP
742,2026-04-16 13:30:40.522473+00,28,88.4,4095,GELAP
743,2026-04-16 13:35:40.970617+00,28,89,4095,GELAP
744,2026-04-16 13:40:43.393927+00,28,89,4095,GELAP
745,2026-04-16 13:45:43.614857+00,28,89.2,4095,GELAP
746,2026-04-16 13:50:44.032123+00,28,89.2,4095,GELAP
747,2026-04-16 13:55:44.581331+00,28,89.3,4095,GELAP
748,2026-04-16 14:00:44.873595+00,27.8,89.8,4095,GELAP
749,2026-04-16 14:05:47.341775+00,27.6,91.5,4095,GELAP
750,2026-04-16 14:10:47.722867+00,28,90,4095,GELAP
751,2026-04-16 14:15:48.115014+00,28,89.6,4095,GELAP
752,2026-04-16 14:20:48.476549+00,28,90.8,4095,GELAP
753,2026-04-16 14:25:48.980464+00,28,90.7,4095,GELAP
754,2026-04-16 14:30:49.396013+00,28,90.8,4095,GELAP
755,2026-04-16 14:35:49.786627+00,28,89.4,4095,GELAP
756,2026-04-16 14:40:50.132982+00,28,89.5,4095,GELAP
757,2026-04-16 14:45:50.490487+00,28,90,4095,GELAP
758,2026-04-16 14:50:50.492417+00,28,90.5,4095,GELAP
759,2026-04-16 14:55:50.682455+00,28,91,4095,GELAP
760,2026-04-16 15:00:50.728422+00,28,91.4,4095,GELAP
761,2026-04-16 15:05:50.770862+00,28,91.6,4095,GELAP
762,2026-04-16 15:10:50.759331+00,28,91.9,4095,GELAP
763,2026-04-16 15:15:50.746516+00,27.8,92.5,4095,GELAP
764,2026-04-16 15:20:52.507023+00,28,92,4095,GELAP
765,2026-04-16 15:25:56.682612+00,27.9,92.4,4095,GELAP
766,2026-04-16 15:30:57.97339+00,27.7,92.9,4095,GELAP
767,2026-04-16 15:36:01.078613+00,27.8,92.5,4095,GELAP
768,2026-04-16 15:41:01.210827+00,27.8,92.5,4095,GELAP
769,2026-04-16 15:46:01.594317+00,27.6,93.4,4095,GELAP
770,2026-04-16 15:51:10.201376+00,27.6,93.9,4095,GELAP
771,2026-04-16 15:56:10.853742+00,27.6,94,4095,GELAP
772,2026-04-16 16:01:11.073679+00,27.6,94,4095,GELAP
773,2026-04-16 16:06:11.655104+00,27.6,95.4,4095,GELAP
774,2026-04-16 16:11:12.187507+00,27.6,96,4095,GELAP
775,2026-04-16 16:16:12.509912+00,27.6,96.1,4095,GELAP
776,2026-04-16 16:21:12.99644+00,27.6,96.3,4095,GELAP
777,2026-04-16 16:26:13.273163+00,27.6,96,4095,GELAP
778,2026-04-16 16:31:13.539557+00,27.6,96,4095,GELAP
779,2026-04-16 16:36:13.963772+00,27.6,96,4095,GELAP
780,2026-04-16 16:41:14.241399+00,27.6,96,4095,GELAP
781,2026-04-16 16:46:14.519419+00,27.6,96,4095,GELAP
782,2026-04-16 16:51:14.750918+00,27.4,96,4095,GELAP
783,2026-04-16 16:56:15.112513+00,27.4,96,4095,GELAP
784,2026-04-16 17:01:15.696744+00,27.1,96,4095,GELAP
785,2026-04-16 17:06:16.112078+00,27.1,96,4095,GELAP
786,2026-04-16 17:11:16.324333+00,27.1,95.8,4095,GELAP
787,2026-04-16 17:16:16.686192+00,27.1,96,4095,GELAP
788,2026-04-16 17:21:16.933965+00,27.1,95.4,4095,GELAP
789,2026-04-16 17:26:17.264642+00,27.1,95.2,4095,GELAP
790,2026-04-16 17:31:17.467693+00,27.2,94.8,4095,GELAP
791,2026-04-16 17:36:17.882643+00,27.1,95,4095,GELAP
792,2026-04-16 17:41:18.118782+00,27.1,96,4095,GELAP
793,2026-04-16 17:46:18.434018+00,27,96,4095,GELAP
794,2026-04-16 17:51:18.902358+00,26.7,96,4095,GELAP
795,2026-04-16 17:56:19.691399+00,27.1,96,4095,GELAP
796,2026-04-16 18:01:20.019564+00,26.8,96,4095,GELAP
797,2026-04-16 18:06:20.445607+00,26.7,96,4095,GELAP
798,2026-04-16 18:11:20.639818+00,26.7,96,4095,GELAP
799,2026-04-16 18:16:20.969121+00,26.7,96,4095,GELAP
800,2026-04-16 18:21:21.455694+00,26.7,96,4095,GELAP
801,2026-04-16 18:26:30.134246+00,26.7,96.1,4095,GELAP
802,2026-04-16 18:31:30.497556+00,26.7,96.9,4095,GELAP
803,2026-04-16 18:36:31.706969+00,26.7,97,4095,GELAP
804,2026-04-16 18:41:42.386118+00,26.7,97.9,4095,GELAP
805,2026-04-16 18:46:47.23345+00,26.7,98,4095,GELAP
806,2026-04-16 19:01:59.408921+00,26.7,97.7,4095,GELAP
807,2026-04-16 19:06:59.862072+00,26.7,98,4095,GELAP
808,2026-04-16 19:17:07.110875+00,26.7,98,4095,GELAP
809,2026-04-16 19:22:07.567678+00,26.7,98,4095,GELAP
810,2026-04-16 19:27:07.805842+00,26.7,98,4095,GELAP
811,2026-04-16 19:32:10.819394+00,26.7,98,4095,GELAP
812,2026-04-16 19:37:11.135024+00,26.7,98,4095,GELAP
813,2026-04-16 19:42:11.354416+00,26.7,98,4095,GELAP
814,2026-04-16 19:47:11.728006+00,26.7,98,4095,GELAP
815,2026-04-16 19:52:11.972991+00,26.7,98,4095,GELAP
816,2026-04-16 19:57:12.202766+00,26.5,98,4095,GELAP
817,2026-04-16 20:02:12.416287+00,26.4,98,4095,GELAP
818,2026-04-16 20:07:12.839532+00,26.2,98,4095,GELAP
819,2026-04-16 20:12:13.093892+00,26.2,98,4095,GELAP
820,2026-04-16 20:17:13.455353+00,26.2,98,4095,GELAP
821,2026-04-16 20:22:13.662853+00,26.2,98,4095,GELAP
822,2026-04-16 20:27:14.213326+00,26.2,98,4095,GELAP
823,2026-04-16 20:32:14.468834+00,26.2,98,4095,GELAP
824,2026-04-16 20:37:14.776528+00,26.2,98,4095,GELAP
